Thorlabs Environment Measurement
Device:TSP01B
S/N:M00995273
Measurement Interval:10
Averaging:OFF
Time [s]	Date	Time	Temperature[�C]	Humidity[%]	TH1[�C]	TH2[�C]
0	Jan 08 2024	10:10:55	20.87	8.50	--	--
10	Jan 08 2024	10:11:06	20.86	8.52	--	--
20	Jan 08 2024	10:11:16	20.85	8.50	--	--
30	Jan 08 2024	10:11:26	20.86	8.50	--	--
40	Jan 08 2024	10:11:36	20.86	8.50	--	--
50	Jan 08 2024	10:11:46	20.85	8.50	--	--
60	Jan 08 2024	10:11:56	20.85	8.50	--	--
70	Jan 08 2024	10:12:06	20.85	8.50	--	--
80	Jan 08 2024	10:12:16	20.85	8.50	--	--
90	Jan 08 2024	10:12:26	20.85	8.50	--	--
100	Jan 08 2024	10:12:36	20.85	8.50	--	--
110	Jan 08 2024	10:12:46	20.85	8.50	--	--
120	Jan 08 2024	10:12:56	20.85	8.50	--	--
130	Jan 08 2024	10:13:06	20.85	8.90	--	--
140	Jan 08 2024	10:13:16	20.87	9.01	--	--
150	Jan 08 2024	10:13:26	20.86	8.96	--	--
160	Jan 08 2024	10:13:36	20.85	8.90	--	--
170	Jan 08 2024	10:13:46	20.86	8.80	--	--
180	Jan 08 2024	10:13:56	20.86	8.80	--	--
190	Jan 08 2024	10:14:06	20.86	8.80	--	--
200	Jan 08 2024	10:14:16	20.87	8.80	--	--
210	Jan 08 2024	10:14:27	20.87	8.80	--	--
220	Jan 08 2024	10:14:37	20.87	8.80	--	--
230	Jan 08 2024	10:14:47	20.88	8.74	--	--
240	Jan 08 2024	10:14:57	20.87	8.71	--	--
250	Jan 08 2024	10:15:07	20.88	8.71	--	--
260	Jan 08 2024	10:15:17	20.87	8.71	--	--
270	Jan 08 2024	10:15:27	20.88	8.71	--	--
280	Jan 08 2024	10:15:37	20.88	8.71	--	--
290	Jan 08 2024	10:15:47	20.88	8.71	--	--
300	Jan 08 2024	10:15:57	20.88	8.71	--	--
310	Jan 08 2024	10:16:07	20.88	8.71	--	--
320	Jan 08 2024	10:16:17	20.88	8.71	--	--
330	Jan 08 2024	10:16:27	20.88	8.71	--	--
340	Jan 08 2024	10:16:37	20.88	8.71	--	--
350	Jan 08 2024	10:16:47	20.88	8.64	--	--
360	Jan 08 2024	10:16:57	20.88	8.62	--	--
370	Jan 08 2024	10:17:07	20.89	8.60	--	--
380	Jan 08 2024	10:17:17	20.88	8.60	--	--
390	Jan 08 2024	10:17:27	20.89	8.60	--	--
400	Jan 08 2024	10:17:38	20.89	8.60	--	--
410	Jan 08 2024	10:17:48	20.89	8.60	--	--
420	Jan 08 2024	10:17:58	20.88	8.60	--	--
430	Jan 08 2024	10:18:08	20.88	8.60	--	--
440	Jan 08 2024	10:18:18	20.89	8.60	--	--
450	Jan 08 2024	10:18:28	20.89	8.60	--	--
460	Jan 08 2024	10:18:38	20.88	8.60	--	--
470	Jan 08 2024	10:18:48	20.90	8.60	--	--
480	Jan 08 2024	10:18:58	20.89	8.60	--	--
490	Jan 08 2024	10:19:08	20.89	8.62	--	--
500	Jan 08 2024	10:19:18	20.90	8.60	--	--
510	Jan 08 2024	10:19:28	20.90	8.60	--	--
520	Jan 08 2024	10:19:38	20.91	8.60	--	--
530	Jan 08 2024	10:19:48	20.91	8.60	--	--
540	Jan 08 2024	10:19:58	20.91	8.60	--	--
550	Jan 08 2024	10:20:08	20.92	8.60	--	--
560	Jan 08 2024	10:20:18	20.93	8.60	--	--
570	Jan 08 2024	10:20:28	20.93	8.60	--	--
580	Jan 08 2024	10:20:39	20.94	8.60	--	--
590	Jan 08 2024	10:20:49	20.94	8.60	--	--
600	Jan 08 2024	10:20:59	20.94	8.60	--	--
610	Jan 08 2024	10:21:09	20.94	8.60	--	--
620	Jan 08 2024	10:21:19	20.94	8.60	--	--
630	Jan 08 2024	10:21:29	20.95	8.60	--	--
640	Jan 08 2024	10:21:39	20.95	8.68	--	--
650	Jan 08 2024	10:21:49	20.95	8.66	--	--
660	Jan 08 2024	10:21:59	20.95	8.66	--	--
670	Jan 08 2024	10:22:09	20.95	8.66	--	--
680	Jan 08 2024	10:22:19	20.95	8.62	--	--
690	Jan 08 2024	10:22:29	20.96	8.68	--	--
700	Jan 08 2024	10:22:39	20.96	8.70	--	--
710	Jan 08 2024	10:22:49	20.96	8.70	--	--
720	Jan 08 2024	10:22:59	20.97	8.70	--	--
730	Jan 08 2024	10:23:09	20.97	8.80	--	--
740	Jan 08 2024	10:23:19	20.97	8.80	--	--
750	Jan 08 2024	10:23:29	20.96	8.80	--	--
760	Jan 08 2024	10:23:39	20.97	8.80	--	--
770	Jan 08 2024	10:23:49	20.96	8.80	--	--
780	Jan 08 2024	10:24:00	20.96	8.80	--	--
790	Jan 08 2024	10:24:10	20.96	8.80	--	--
800	Jan 08 2024	10:24:20	20.97	8.80	--	--
810	Jan 08 2024	10:24:30	20.97	8.80	--	--
820	Jan 08 2024	10:24:40	20.97	8.80	--	--
830	Jan 08 2024	10:24:50	20.97	8.80	--	--
840	Jan 08 2024	10:25:00	20.97	8.76	--	--
850	Jan 08 2024	10:25:10	20.97	8.70	--	--
860	Jan 08 2024	10:25:20	20.97	8.70	--	--
870	Jan 08 2024	10:25:30	20.97	8.70	--	--
880	Jan 08 2024	10:25:40	20.98	8.70	--	--
890	Jan 08 2024	10:25:50	20.97	8.70	--	--
900	Jan 08 2024	10:26:00	20.97	8.70	--	--
910	Jan 08 2024	10:26:10	20.98	8.70	--	--
920	Jan 08 2024	10:26:20	20.98	8.70	--	--
930	Jan 08 2024	10:26:30	20.97	8.70	--	--
940	Jan 08 2024	10:26:40	20.98	8.70	--	--
950	Jan 08 2024	10:26:50	20.98	8.64	--	--
960	Jan 08 2024	10:27:00	20.98	8.68	--	--
970	Jan 08 2024	10:27:11	20.98	8.66	--	--
980	Jan 08 2024	10:27:21	20.99	8.60	--	--
990	Jan 08 2024	10:27:31	20.99	8.62	--	--
1000	Jan 08 2024	10:27:41	20.99	8.60	--	--
1010	Jan 08 2024	10:27:51	20.98	8.60	--	--
1020	Jan 08 2024	10:28:01	20.98	8.60	--	--
1030	Jan 08 2024	10:28:11	20.98	8.60	--	--
1040	Jan 08 2024	10:28:21	20.99	8.60	--	--
1050	Jan 08 2024	10:28:31	20.98	8.60	--	--
1060	Jan 08 2024	10:28:41	20.99	8.62	--	--
1070	Jan 08 2024	10:28:51	20.99	8.60	--	--
1080	Jan 08 2024	10:29:01	20.98	8.62	--	--
1090	Jan 08 2024	10:29:11	20.99	8.62	--	--
1100	Jan 08 2024	10:29:21	20.99	8.60	--	--
1110	Jan 08 2024	10:29:31	20.99	8.64	--	--
1120	Jan 08 2024	10:29:41	20.99	8.62	--	--
1130	Jan 08 2024	10:29:51	20.99	8.62	--	--
1140	Jan 08 2024	10:30:01	20.99	8.60	--	--
1150	Jan 08 2024	10:30:11	20.99	8.60	--	--
1160	Jan 08 2024	10:30:22	20.98	8.70	--	--
1170	Jan 08 2024	10:30:32	20.99	8.70	--	--
1180	Jan 08 2024	10:30:42	20.99	8.70	--	--
1190	Jan 08 2024	10:30:52	20.98	8.70	--	--
1200	Jan 08 2024	10:31:02	20.98	8.70	--	--
1210	Jan 08 2024	10:31:12	20.99	8.78	--	--
1220	Jan 08 2024	10:31:22	20.98	8.80	--	--
1230	Jan 08 2024	10:31:32	20.99	8.80	--	--
1240	Jan 08 2024	10:31:42	20.99	8.88	--	--
1250	Jan 08 2024	10:31:52	20.99	8.84	--	--
1260	Jan 08 2024	10:32:02	20.98	8.82	--	--
1270	Jan 08 2024	10:32:12	20.98	8.80	--	--
1280	Jan 08 2024	10:32:22	20.99	8.80	--	--
1290	Jan 08 2024	10:32:32	20.98	8.80	--	--
1300	Jan 08 2024	10:32:42	20.99	8.76	--	--
1310	Jan 08 2024	10:32:52	20.99	8.72	--	--
1320	Jan 08 2024	10:33:03	20.99	8.70	--	--
1330	Jan 08 2024	10:33:13	20.99	8.70	--	--
1340	Jan 08 2024	10:33:23	20.99	8.70	--	--
1350	Jan 08 2024	10:33:33	20.99	8.70	--	--
1360	Jan 08 2024	10:33:43	21.00	8.70	--	--
1370	Jan 08 2024	10:33:53	20.99	8.70	--	--
1380	Jan 08 2024	10:34:03	20.99	8.70	--	--
1390	Jan 08 2024	10:34:13	21.00	8.70	--	--
1400	Jan 08 2024	10:34:23	21.00	8.70	--	--
1410	Jan 08 2024	10:34:33	21.00	8.72	--	--
1420	Jan 08 2024	10:34:43	21.00	8.76	--	--
1430	Jan 08 2024	10:34:53	20.99	8.80	--	--
1440	Jan 08 2024	10:35:03	21.00	8.76	--	--
1450	Jan 08 2024	10:35:13	20.98	8.80	--	--
1460	Jan 08 2024	10:35:23	21.00	8.80	--	--
1470	Jan 08 2024	10:35:33	20.99	8.80	--	--
1480	Jan 08 2024	10:35:43	21.00	8.80	--	--
1490	Jan 08 2024	10:35:53	20.99	8.80	--	--
1500	Jan 08 2024	10:36:04	20.98	8.80	--	--
1510	Jan 08 2024	10:36:14	20.98	8.80	--	--
1520	Jan 08 2024	10:36:24	20.98	8.80	--	--
1530	Jan 08 2024	10:36:34	20.99	8.80	--	--
1540	Jan 08 2024	10:36:44	20.99	8.80	--	--
1550	Jan 08 2024	10:36:54	20.98	8.80	--	--
1560	Jan 08 2024	10:37:04	20.98	8.80	--	--
1570	Jan 08 2024	10:37:14	20.98	8.80	--	--
1580	Jan 08 2024	10:37:24	20.98	8.80	--	--
1590	Jan 08 2024	10:37:34	20.98	8.80	--	--
1600	Jan 08 2024	10:37:44	20.98	8.80	--	--
1610	Jan 08 2024	10:37:54	20.98	8.80	--	--
1620	Jan 08 2024	10:38:04	20.99	8.80	--	--
1630	Jan 08 2024	10:38:14	20.98	8.80	--	--
1640	Jan 08 2024	10:38:24	20.99	8.80	--	--
1650	Jan 08 2024	10:38:34	21.00	8.80	--	--
1660	Jan 08 2024	10:38:44	21.00	8.80	--	--
1670	Jan 08 2024	10:38:55	20.99	8.80	--	--
1680	Jan 08 2024	10:39:05	21.00	8.80	--	--
1690	Jan 08 2024	10:39:15	21.00	8.80	--	--
1700	Jan 08 2024	10:39:25	21.01	8.80	--	--
1710	Jan 08 2024	10:39:35	21.01	8.80	--	--
1720	Jan 08 2024	10:39:45	21.00	8.80	--	--
1730	Jan 08 2024	10:39:55	21.00	8.80	--	--
1740	Jan 08 2024	10:40:05	21.00	8.80	--	--
1750	Jan 08 2024	10:40:15	21.00	8.80	--	--
1760	Jan 08 2024	10:40:25	21.00	8.80	--	--
1770	Jan 08 2024	10:40:35	21.00	8.80	--	--
1780	Jan 08 2024	10:40:45	21.00	8.80	--	--
1790	Jan 08 2024	10:40:55	20.99	8.80	--	--
1800	Jan 08 2024	10:41:05	20.99	8.80	--	--
1810	Jan 08 2024	10:41:15	21.00	8.80	--	--
1820	Jan 08 2024	10:41:25	21.00	8.80	--	--
1830	Jan 08 2024	10:41:35	21.00	8.80	--	--
1840	Jan 08 2024	10:41:46	21.00	8.80	--	--
1850	Jan 08 2024	10:41:56	21.00	8.80	--	--
1860	Jan 08 2024	10:42:06	21.00	8.80	--	--
1870	Jan 08 2024	10:42:16	21.00	8.80	--	--
1880	Jan 08 2024	10:42:26	21.00	8.80	--	--
1890	Jan 08 2024	10:42:36	21.00	8.80	--	--
1900	Jan 08 2024	10:42:46	21.00	8.80	--	--
1910	Jan 08 2024	10:42:56	21.00	8.80	--	--
1920	Jan 08 2024	10:43:06	21.00	8.80	--	--
1930	Jan 08 2024	10:43:16	21.00	8.80	--	--
1940	Jan 08 2024	10:43:26	21.00	8.80	--	--
1950	Jan 08 2024	10:43:36	21.00	8.86	--	--
1960	Jan 08 2024	10:43:46	21.00	8.86	--	--
1970	Jan 08 2024	10:43:56	20.99	8.80	--	--
1980	Jan 08 2024	10:44:06	21.00	8.80	--	--
1990	Jan 08 2024	10:44:16	21.00	8.80	--	--
2000	Jan 08 2024	10:44:26	20.99	8.80	--	--
2010	Jan 08 2024	10:44:36	21.00	8.80	--	--
2020	Jan 08 2024	10:44:46	21.00	8.80	--	--
2030	Jan 08 2024	10:44:57	21.00	8.80	--	--
2040	Jan 08 2024	10:45:07	21.00	8.80	--	--
2050	Jan 08 2024	10:45:17	21.00	8.80	--	--
2060	Jan 08 2024	10:45:27	20.99	8.80	--	--
2070	Jan 08 2024	10:45:37	21.00	8.72	--	--
2080	Jan 08 2024	10:45:47	21.00	8.70	--	--
2090	Jan 08 2024	10:45:57	21.00	8.74	--	--
2100	Jan 08 2024	10:46:07	21.00	8.80	--	--
2110	Jan 08 2024	10:46:17	21.00	8.78	--	--
2120	Jan 08 2024	10:46:27	20.99	8.78	--	--
2130	Jan 08 2024	10:46:37	20.99	8.72	--	--
2140	Jan 08 2024	10:46:47	20.99	8.70	--	--
2150	Jan 08 2024	10:46:57	21.00	8.78	--	--
2160	Jan 08 2024	10:47:07	21.00	8.80	--	--
2170	Jan 08 2024	10:47:17	21.00	8.80	--	--
2180	Jan 08 2024	10:47:27	21.00	8.80	--	--
2190	Jan 08 2024	10:47:37	21.00	8.80	--	--
2200	Jan 08 2024	10:47:47	21.00	8.82	--	--
2210	Jan 08 2024	10:47:58	21.00	8.86	--	--
2220	Jan 08 2024	10:48:08	21.00	8.84	--	--
2230	Jan 08 2024	10:48:18	21.00	8.88	--	--
2240	Jan 08 2024	10:48:28	20.99	8.90	--	--
2250	Jan 08 2024	10:48:38	21.00	8.90	--	--
2260	Jan 08 2024	10:48:48	21.00	8.90	--	--
2270	Jan 08 2024	10:48:58	21.00	8.90	--	--
2280	Jan 08 2024	10:49:08	21.00	8.90	--	--
2290	Jan 08 2024	10:49:18	21.00	8.90	--	--
2300	Jan 08 2024	10:49:28	21.00	8.90	--	--
2310	Jan 08 2024	10:49:38	21.00	8.90	--	--
2320	Jan 08 2024	10:49:48	21.00	8.90	--	--
2330	Jan 08 2024	10:49:58	21.00	8.90	--	--
2340	Jan 08 2024	10:50:08	21.01	8.90	--	--
2350	Jan 08 2024	10:50:18	21.01	8.90	--	--
2360	Jan 08 2024	10:50:28	21.01	8.90	--	--
2370	Jan 08 2024	10:50:38	21.00	8.90	--	--
2380	Jan 08 2024	10:50:48	21.00	8.90	--	--
2390	Jan 08 2024	10:50:58	21.01	8.90	--	--
2400	Jan 08 2024	10:51:08	21.00	8.88	--	--
2410	Jan 08 2024	10:51:19	21.01	8.90	--	--
2420	Jan 08 2024	10:51:29	21.00	8.88	--	--
2430	Jan 08 2024	10:51:39	20.99	8.80	--	--
2440	Jan 08 2024	10:51:49	21.00	8.90	--	--
2450	Jan 08 2024	10:51:59	21.00	8.90	--	--
2460	Jan 08 2024	10:52:09	21.00	8.90	--	--
2470	Jan 08 2024	10:52:19	21.00	8.90	--	--
2480	Jan 08 2024	10:52:29	21.00	8.90	--	--
2490	Jan 08 2024	10:52:39	21.00	8.90	--	--
2500	Jan 08 2024	10:52:49	21.00	8.90	--	--
2510	Jan 08 2024	10:52:59	21.00	8.90	--	--
2520	Jan 08 2024	10:53:09	21.01	8.90	--	--
2530	Jan 08 2024	10:53:19	21.00	8.90	--	--
2540	Jan 08 2024	10:53:29	21.01	8.90	--	--
2550	Jan 08 2024	10:53:39	21.01	8.90	--	--
2560	Jan 08 2024	10:53:49	21.01	8.90	--	--
2570	Jan 08 2024	10:54:00	21.01	9.00	--	--
2580	Jan 08 2024	10:54:10	21.02	8.94	--	--
2590	Jan 08 2024	10:54:20	21.02	8.90	--	--
2600	Jan 08 2024	10:54:30	21.02	8.90	--	--
2610	Jan 08 2024	10:54:40	21.01	8.92	--	--
2620	Jan 08 2024	10:54:50	21.01	9.00	--	--
2630	Jan 08 2024	10:55:00	21.02	9.00	--	--
2640	Jan 08 2024	10:55:10	21.01	8.98	--	--
2650	Jan 08 2024	10:55:20	21.02	9.00	--	--
2660	Jan 08 2024	10:55:30	21.01	9.00	--	--
2670	Jan 08 2024	10:55:40	21.01	9.00	--	--
2680	Jan 08 2024	10:55:50	21.02	9.00	--	--
2690	Jan 08 2024	10:56:00	21.01	9.00	--	--
2700	Jan 08 2024	10:56:10	21.01	9.00	--	--
2710	Jan 08 2024	10:56:20	21.01	9.00	--	--
2720	Jan 08 2024	10:56:30	21.02	9.00	--	--
2730	Jan 08 2024	10:56:40	21.01	9.00	--	--
2740	Jan 08 2024	10:56:50	21.01	9.00	--	--
2750	Jan 08 2024	10:57:00	21.01	9.00	--	--
2760	Jan 08 2024	10:57:11	21.01	9.00	--	--
2770	Jan 08 2024	10:57:21	21.01	9.00	--	--
2780	Jan 08 2024	10:57:31	21.01	9.00	--	--
2790	Jan 08 2024	10:57:41	21.01	9.00	--	--
2800	Jan 08 2024	10:57:51	21.01	9.00	--	--
2810	Jan 08 2024	10:58:01	21.01	9.00	--	--
2820	Jan 08 2024	10:58:11	21.01	9.00	--	--
2830	Jan 08 2024	10:58:21	21.01	9.00	--	--
2840	Jan 08 2024	10:58:31	21.01	9.00	--	--
2850	Jan 08 2024	10:58:41	21.01	9.00	--	--
2860	Jan 08 2024	10:58:51	21.01	9.00	--	--
2870	Jan 08 2024	10:59:01	21.01	9.00	--	--
2880	Jan 08 2024	10:59:11	21.02	9.00	--	--
2890	Jan 08 2024	10:59:21	21.01	9.00	--	--
2900	Jan 08 2024	10:59:31	21.01	9.00	--	--
2910	Jan 08 2024	10:59:41	21.01	9.00	--	--
2920	Jan 08 2024	10:59:51	21.01	9.00	--	--
2930	Jan 08 2024	11:00:01	21.03	9.00	--	--
2940	Jan 08 2024	11:00:11	21.03	9.10	--	--
2950	Jan 08 2024	11:00:22	21.03	9.10	--	--
2960	Jan 08 2024	11:00:32	21.02	9.04	--	--
2970	Jan 08 2024	11:00:42	21.03	9.00	--	--
2980	Jan 08 2024	11:00:52	21.03	9.00	--	--
2990	Jan 08 2024	11:01:02	21.03	9.00	--	--
3000	Jan 08 2024	11:01:12	21.03	9.00	--	--
3010	Jan 08 2024	11:01:22	21.03	9.10	--	--
3020	Jan 08 2024	11:01:32	21.04	9.10	--	--
3030	Jan 08 2024	11:01:42	21.05	9.10	--	--
3040	Jan 08 2024	11:01:52	21.04	9.08	--	--
3050	Jan 08 2024	11:02:02	21.04	9.10	--	--
3060	Jan 08 2024	11:02:12	21.03	9.10	--	--
3070	Jan 08 2024	11:02:22	21.04	9.10	--	--
3080	Jan 08 2024	11:02:32	21.03	9.10	--	--
3090	Jan 08 2024	11:02:42	21.04	9.06	--	--
3100	Jan 08 2024	11:02:52	21.03	9.10	--	--
3110	Jan 08 2024	11:03:02	21.04	9.10	--	--
3120	Jan 08 2024	11:03:12	21.03	9.10	--	--
3130	Jan 08 2024	11:03:22	21.03	9.16	--	--
3140	Jan 08 2024	11:03:32	21.03	9.20	--	--
3150	Jan 08 2024	11:03:42	21.03	9.18	--	--
3160	Jan 08 2024	11:03:53	21.02	9.20	--	--
3170	Jan 08 2024	11:04:03	21.03	9.16	--	--
3180	Jan 08 2024	11:04:13	21.02	9.16	--	--
3190	Jan 08 2024	11:04:23	21.01	9.18	--	--
3200	Jan 08 2024	11:04:33	21.02	9.18	--	--
3210	Jan 08 2024	11:04:43	21.02	9.12	--	--
3220	Jan 08 2024	11:04:53	21.02	9.10	--	--
3230	Jan 08 2024	11:05:03	21.02	9.10	--	--
3240	Jan 08 2024	11:05:13	21.03	9.10	--	--
3250	Jan 08 2024	11:05:23	21.01	9.00	--	--
3260	Jan 08 2024	11:05:33	21.01	9.00	--	--
3270	Jan 08 2024	11:05:43	21.01	9.00	--	--
3280	Jan 08 2024	11:05:53	21.01	9.00	--	--
3290	Jan 08 2024	11:06:03	21.01	9.00	--	--
3300	Jan 08 2024	11:06:13	21.01	9.00	--	--
3310	Jan 08 2024	11:06:23	21.01	9.00	--	--
3320	Jan 08 2024	11:06:33	21.01	9.00	--	--
3330	Jan 08 2024	11:06:43	21.01	9.00	--	--
3340	Jan 08 2024	11:06:53	21.01	9.00	--	--
3350	Jan 08 2024	11:07:03	21.01	9.00	--	--
3360	Jan 08 2024	11:07:13	21.03	9.00	--	--
3370	Jan 08 2024	11:07:24	21.01	8.96	--	--
3380	Jan 08 2024	11:07:34	21.01	8.90	--	--
3390	Jan 08 2024	11:07:44	21.00	8.90	--	--
3400	Jan 08 2024	11:07:54	21.01	8.90	--	--
3410	Jan 08 2024	11:08:04	21.01	8.90	--	--
3420	Jan 08 2024	11:08:14	21.01	8.90	--	--
3430	Jan 08 2024	11:08:24	21.00	8.90	--	--
3440	Jan 08 2024	11:08:34	21.00	8.90	--	--
3450	Jan 08 2024	11:08:44	21.00	8.90	--	--
3460	Jan 08 2024	11:08:54	21.00	8.90	--	--
3470	Jan 08 2024	11:09:04	21.00	8.90	--	--
3480	Jan 08 2024	11:09:14	21.00	8.90	--	--
3490	Jan 08 2024	11:09:24	21.00	8.90	--	--
3500	Jan 08 2024	11:09:34	21.00	8.98	--	--
3510	Jan 08 2024	11:09:44	21.00	9.00	--	--
3520	Jan 08 2024	11:09:54	21.00	9.00	--	--
3530	Jan 08 2024	11:10:04	20.99	9.00	--	--
3540	Jan 08 2024	11:10:14	20.99	8.90	--	--
3550	Jan 08 2024	11:10:25	21.00	8.90	--	--
3560	Jan 08 2024	11:10:35	21.00	8.90	--	--
3570	Jan 08 2024	11:10:45	20.99	8.90	--	--
3580	Jan 08 2024	11:10:55	20.99	8.88	--	--
3590	Jan 08 2024	11:11:05	20.99	8.80	--	--
3600	Jan 08 2024	11:11:15	20.99	8.80	--	--
3610	Jan 08 2024	11:11:25	20.98	8.80	--	--
3620	Jan 08 2024	11:11:35	20.98	8.80	--	--
3630	Jan 08 2024	11:11:45	20.99	8.80	--	--
3640	Jan 08 2024	11:11:55	20.98	8.80	--	--
3650	Jan 08 2024	11:12:05	20.98	8.80	--	--
3660	Jan 08 2024	11:12:15	20.98	8.80	--	--
3670	Jan 08 2024	11:12:25	20.98	8.80	--	--
3680	Jan 08 2024	11:12:35	20.98	8.80	--	--
3690	Jan 08 2024	11:12:45	20.98	8.74	--	--
3700	Jan 08 2024	11:12:55	20.98	8.72	--	--
3710	Jan 08 2024	11:13:05	20.98	8.70	--	--
3720	Jan 08 2024	11:13:15	20.98	8.70	--	--
3730	Jan 08 2024	11:13:26	20.98	8.70	--	--
3740	Jan 08 2024	11:13:36	20.98	8.74	--	--
3750	Jan 08 2024	11:13:46	20.99	8.80	--	--
3760	Jan 08 2024	11:13:56	20.98	8.80	--	--
3770	Jan 08 2024	11:14:06	20.98	8.80	--	--
3780	Jan 08 2024	11:14:16	20.98	8.80	--	--
3790	Jan 08 2024	11:14:26	20.98	8.80	--	--
3800	Jan 08 2024	11:14:36	20.98	8.80	--	--
3810	Jan 08 2024	11:14:46	20.99	8.80	--	--
3820	Jan 08 2024	11:14:56	20.99	8.80	--	--
3830	Jan 08 2024	11:15:06	20.99	8.90	--	--
3840	Jan 08 2024	11:15:16	21.00	8.90	--	--
3850	Jan 08 2024	11:15:26	21.00	8.90	--	--
3860	Jan 08 2024	11:15:36	21.00	8.90	--	--
3870	Jan 08 2024	11:15:46	21.01	8.90	--	--
3880	Jan 08 2024	11:15:56	21.01	8.90	--	--
3890	Jan 08 2024	11:16:06	21.01	8.90	--	--
3900	Jan 08 2024	11:16:16	21.01	8.90	--	--
3910	Jan 08 2024	11:16:26	21.02	8.86	--	--
3920	Jan 08 2024	11:16:37	21.02	8.82	--	--
3930	Jan 08 2024	11:16:47	21.02	8.80	--	--
3940	Jan 08 2024	11:16:57	21.01	8.80	--	--
3950	Jan 08 2024	11:17:07	21.03	8.90	--	--
3960	Jan 08 2024	11:17:17	21.02	8.90	--	--
3970	Jan 08 2024	11:17:27	21.03	8.90	--	--
3980	Jan 08 2024	11:17:37	21.03	8.90	--	--
3990	Jan 08 2024	11:17:47	21.03	8.90	--	--
4000	Jan 08 2024	11:17:57	21.04	8.90	--	--
4010	Jan 08 2024	11:18:07	21.04	8.90	--	--
4020	Jan 08 2024	11:18:17	21.03	8.90	--	--
4030	Jan 08 2024	11:18:27	21.04	8.90	--	--
4040	Jan 08 2024	11:18:37	21.03	8.90	--	--
4050	Jan 08 2024	11:18:47	21.04	9.00	--	--
4060	Jan 08 2024	11:18:57	21.04	9.00	--	--
4070	Jan 08 2024	11:19:07	21.05	9.00	--	--
4080	Jan 08 2024	11:19:17	21.05	9.00	--	--
4090	Jan 08 2024	11:19:27	21.04	8.98	--	--
4100	Jan 08 2024	11:19:37	21.05	8.96	--	--
4110	Jan 08 2024	11:19:47	21.06	8.90	--	--
4120	Jan 08 2024	11:19:57	21.05	8.90	--	--
4130	Jan 08 2024	11:20:07	21.05	8.94	--	--
4140	Jan 08 2024	11:20:18	21.05	9.00	--	--
4150	Jan 08 2024	11:20:28	21.06	9.00	--	--
4160	Jan 08 2024	11:20:38	21.06	9.00	--	--
4170	Jan 08 2024	11:20:48	21.06	9.00	--	--
4180	Jan 08 2024	11:20:58	21.06	9.00	--	--
4190	Jan 08 2024	11:21:08	21.06	9.00	--	--
4200	Jan 08 2024	11:21:18	21.05	9.00	--	--
4210	Jan 08 2024	11:21:28	21.06	9.00	--	--
4220	Jan 08 2024	11:21:38	21.06	9.00	--	--
4230	Jan 08 2024	11:21:48	21.06	9.00	--	--
4240	Jan 08 2024	11:21:58	21.06	8.98	--	--
4250	Jan 08 2024	11:22:08	21.06	9.00	--	--
4260	Jan 08 2024	11:22:18	21.06	9.00	--	--
4270	Jan 08 2024	11:22:28	21.06	9.00	--	--
4280	Jan 08 2024	11:22:38	21.06	9.00	--	--
4290	Jan 08 2024	11:22:48	21.06	9.00	--	--
4300	Jan 08 2024	11:22:58	21.05	9.00	--	--
4310	Jan 08 2024	11:23:09	21.06	9.00	--	--
4320	Jan 08 2024	11:23:19	21.07	9.00	--	--
4330	Jan 08 2024	11:23:29	21.06	9.00	--	--
4340	Jan 08 2024	11:23:39	21.07	9.00	--	--
4350	Jan 08 2024	11:23:49	21.06	9.00	--	--
4360	Jan 08 2024	11:23:59	21.06	8.98	--	--
4370	Jan 08 2024	11:24:09	21.06	9.00	--	--
4380	Jan 08 2024	11:24:19	21.06	8.98	--	--
4390	Jan 08 2024	11:24:29	21.06	8.90	--	--
4400	Jan 08 2024	11:24:39	21.06	8.94	--	--
4410	Jan 08 2024	11:24:49	21.07	8.92	--	--
4420	Jan 08 2024	11:24:59	21.06	8.92	--	--
4430	Jan 08 2024	11:25:09	21.07	8.92	--	--
4440	Jan 08 2024	11:25:19	21.06	8.92	--	--
4450	Jan 08 2024	11:25:29	21.07	8.90	--	--
4460	Jan 08 2024	11:25:39	21.06	8.90	--	--
4470	Jan 08 2024	11:25:49	21.06	8.90	--	--
4480	Jan 08 2024	11:25:59	21.06	8.90	--	--
4490	Jan 08 2024	11:26:09	21.07	8.90	--	--
4500	Jan 08 2024	11:26:19	21.07	8.90	--	--
4510	Jan 08 2024	11:26:29	21.06	8.90	--	--
4520	Jan 08 2024	11:26:40	21.07	8.90	--	--
4530	Jan 08 2024	11:26:50	21.06	8.90	--	--
4540	Jan 08 2024	11:27:00	21.06	8.90	--	--
4550	Jan 08 2024	11:27:10	21.07	8.90	--	--
4560	Jan 08 2024	11:27:20	21.07	8.90	--	--
4570	Jan 08 2024	11:27:30	21.07	8.90	--	--
4580	Jan 08 2024	11:27:40	21.06	8.90	--	--
4590	Jan 08 2024	11:27:50	21.07	8.90	--	--
4600	Jan 08 2024	11:28:00	21.07	8.90	--	--
4610	Jan 08 2024	11:28:10	21.06	8.90	--	--
4620	Jan 08 2024	11:28:20	21.07	8.90	--	--
4630	Jan 08 2024	11:28:30	21.07	9.00	--	--
4640	Jan 08 2024	11:28:40	21.07	9.00	--	--
4650	Jan 08 2024	11:28:50	21.07	9.00	--	--
